"ID","LONGDISTANCE","INTERNATIONAL","LOCAL","DROPPED","PAYMETHOD","LOCALBILLTYPE","LONGDISTANCEBILLTYPE","USAGE","RATEPLAN","GENDER","STATUS","CHILDREN","ESTINCOME","CAROWNER","AGE","CHURN"
"782","14","1","149","0","CC","FreeLocal","Intnl_discount","166","4","F","S","0","89813.60","N","12.846667","F"
"784","21","0","19","0","CC","FreeLocal","Intnl_discount","41","2","F","M","2","82644.20","Y","33.493333","F"
"791","0","0","2","0","CH","FreeLocal","Intnl_discount","2","4","F","M","2","809.43","Y","31.913333","F"
"792","18","5","20","0","CC","Budget","Standard","43","4","M","S","1","76529.80","N","58.28","T"
"795","27","0","45","0","Auto","Budget","Standard","73","1","F","M","0","66666.00","N","67.00","F"
"796","10","0","137","0","CC","FreeLocal","Standard","147","4","F","S","2","19008.40","Y","52.166667","T"
"800","2","1","43","0","CH","Budget","Intnl_discount","46","3","M","M","0","78894.20","N","52.74","T"
"801","20","8","80","0","CH","Budget","Intnl_discount","109","4","M","S","1","16432.10","Y","20.92","T"
"803","14","3","45","0","CC","Budget","Standard","63","3","M","S","1","71329.90","Y","42.233333","T"
"807","22","7","65","0","CC","FreeLocal","Standard","95","1","F","S","0","20913.60","N","53.013333","T"
"814","27","5","48","0","CC","FreeLocal","Intnl_discount","81","3","M","M","2","67339.80","N","17.006667","F"
"818","29","8","99","0","CH","FreeLocal","Standard","138","3","F","S","0","43382.30","N","16.073333","T"
"820","16","5","30","0","CC","FreeLocal","Intnl_discount","52","4","F","S","0","5185.31","N","62.053333","T"
"821","26","0","108","0","CC","Budget","Standard","134","3","F","D","1","13011.40","N","16.06","T"
"824","8","0","22","0","CC","FreeLocal","Standard","31","3","F","M","2","80087.70","N","41.92","F"
"827","28","0","113","0","CC","FreeLocal","Standard","141","4","F","S","2","11251.10","Y","52.00","T"
"829","7","4","43","0","CC","FreeLocal","Standard","55","1","M","M","1","70908.70","N","49.62","T"
"830","14","5","73","0","CC","FreeLocal","Standard","93","1","M","S","0","94928.30","N","40.18","T"
"838","29","0","62","0","CH","Budget","Standard","92","1","M","M","0","65000.00","Y","52.266667","T"
"840","1","0","29","0","CC","Budget","Standard","31","4","F","S","2","93559.10","N","57.62","F"
"841","17","6","51","0","CC","FreeLocal","Standard","74","4","F","M","1","56722.80","N","60.593333","T"
"843","0","0","3","0","CC","Budget","Intnl_discount","3","1","M","M","1","120000.00","N","53.213333","T"
"844","18","0","104","0","CC","Budget","Standard","123","1","F","S","2","3416.62","Y","22.76","T"
"845","0","0","10","0","Auto","Budget","Standard","10","3","F","M","0","78000.00","Y","55.633333","F"
"847","29","0","59","0","CC","FreeLocal","Standard","88","3","F","M","2","8032.16","N","45.666667","F"
"848","18","0","25","0","Auto","FreeLocal","Standard","44","2","F","D","1","93454.30","Y","48.533333","F"
"849","26","0","17","0","CC","FreeLocal","Standard","44","1","M","M","0","5745.00","Y","15.38","T"
"851","23","0","51","0","Auto","FreeLocal","Standard","74","3","F","S","0","92564.10","Y","49.133333","F"
"858","6","0","46","0","CC","FreeLocal","Standard","53","3","F","M","2","81913.80","Y","49.66","F"
"861","27","0","93","0","CH","Budget","Standard","120","4","F","S","0","919.93","N","38.26","T"
"862","7","0","9","1","CC","Budget","Standard","17","3","F","M","2","69486.80","N","30.946667","F"
"863","0","0","2","0","CH","Budget","Intnl_discount","2","4","F","M","2","24482.80","N","33.533333","F"
"868","20","0","84","0","CC","FreeLocal","Intnl_discount","104","2","F","S","0","17138.20","N","63.786667","T"
"870","2","0","164","0","CC","Budget","Intnl_discount","167","2","F","M","2","47010.10","N","57.406667","F"
"872","12","0","53","0","Auto","FreeLocal","Intnl_discount","66","1","F","S","0","67239.40","N","44.433333","F"
"873","6","7","128","1","CC","FreeLocal","Standard","142","2","M","M","1","69406.70","Y","38.00","F"
"875","0","0","4","0","CC","Budget","Standard","4","1","F","M","2","83259.30","N","50.88","F"
"878","9","6","47","0","Auto","FreeLocal","Standard","63","2","M","M","1","20818.50","N","12.68","F"
"886","25","0","8","0","CH","FreeLocal","Standard","34","4","F","M","1","34555.00","N","23.00","T"
"887","0","0","112","0","CC","Budget","Standard","113","2","F","M","2","11234.70","Y","49.046667","F"
"891","24","5","60","0","CC","FreeLocal","Standard","90","1","F","M","2","68462.80","N","34.40","F"
"895","27","0","51","0","Auto","FreeLocal","Standard","78","3","F","M","2","63670.80","Y","46.146667","F"
"897","20","0","100","0","Auto","Budget","Standard","120","3","F","S","1","83287.00","Y","47.00","F"
"898","2","0","65","0","Auto","FreeLocal","Standard","93","2","M","M","0","12387.60","N","56.173333","F"
"900","19","0","118","0","Auto","FreeLocal","Standard","137","1","F","M","1","82931.30","N","64.64","F"
"901","17","0","27","0","CH","Budget","Standard","44","3","F","M","2","57483.90","N","44.026667","F"
"903","10","0","32","0","Auto","FreeLocal","Standard","43","4","F","S","2","21274.00","N","45.526667","T"
"904","21","0","192","0","CC","FreeLocal","Standard","214","2","F","M","2","28267.00","N","30.093333","F"
"906","8","9","77","0","CH","Budget","Standard","94","3","F","M","2","36725.10","N","55.793333","F"
"910","20","0","19","0","CC","Budget","Standard","41","4","M","S","1","94188.30","N","57.546667","T"
"913","15","0","6","0","CC","Budget","Standard","22","2","F","M","2","91861.00","Y","41.98","F"
"916","17","0","106","0","Auto","FreeLocal","Standard","123","1","F","S","1","12374.90","Y","33.493333","T"
"917","8","0","37","0","CH","FreeLocal","Standard","46","1","F","M","2","69133.90","Y","26.833333","T"
"919","11","0","12","0","CH","FreeLocal","Intnl_discount","23","3","F","M","2","84948.00","Y","29.446667","F"
"926","9","9","8","0","CC","FreeLocal","Intnl_discount","27","2","M","D","1","21416.50","N","35.653333","F"
"931","29","0","66","0","Auto","FreeLocal","Standard","96","2","M","S","1","3960.50","N","14.693333","T"
"933","27","6","124","2","CH","FreeLocal","Standard","157","2","M","M","0","60101.10","Y","63.766667","T"
"934","0","0","0","0","Auto","Budget","Standard","0","4","F","M","2","38215.90","N","30.886667","F"
"935","29","0","160","0","CC","FreeLocal","Standard","176","1","F","M","1","13829.40","N","20.00","T"
"936","2","0","24","0","CH","Budget","Intnl_discount","27","2","F","M","2","49745.30","N","47.966667","F"
"938","22","4","43","0","CC","Budget","Standard","69","2","F","M","2","88427.00","N","13.86","F"
"939","1","0","83","0","CC","FreeLocal","Intnl_discount","84","3","F","M","2","98003.70","Y","26.273333","F"
"940","3","8","5","0","CC","Budget","Intnl_discount","16","4","M","S","0","89142.70","N","53.693333","T"
"941","20","0","106","0","Auto","FreeLocal","Intnl_discount","127","3","F","S","0","74530.80","N","63.086667","F"
"943","30","0","262","0","CC","Budget","Standard","265","3","F","S","0","40120.00","N","22.00","T"
"950","11","0","5","0","CC","Budget","Standard","17","3","M","M","1","66931.90","N","63.933333","T"
"952","26","0","26","0","Auto","FreeLocal","Intnl_discount","48","4","F","M","1","40120.00","N","22.00","T"
"953","27","0","154","0","CC","Budget","Intnl_discount","168","3","F","S","0","40120.00","N","24.00","T"
"954","26","0","61","0","CC","Budget","Standard","65","2","F","S","0","40120.00","N","24.00","T"
"957","37","2","38","0","CC","FreeLocal","Standard","62","2","F","S","2","40120.00","N","22.00","T"
"958","28","0","106","0","CC","Budget","Standard","134","1","F","S","1","40120.00","N","21.00","T"
"967","21","0","6","0","CC","Budget","Standard","27","4","F","M","2","64816.60","Y","31.126667","F"
"968","29","0","13","0","CC","FreeLocal","Standard","42","4","F","M","2","98217.10","N","44.98","F"
"972","6","0","132","0","CC","FreeLocal","Standard","139","4","F","M","2","41876.60","Y","44.093333","F"
"973","11","0","5","0","CC","FreeLocal","Standard","18","3","M","M","0","96223.40","Y","64.76","T"
"974","3","0","25","1","CC","Budget","Intnl_discount","29","3","F","S","0","15989.30","N","61.693333","T"
"975","14","6","214","0","CC","Budget","Standard","234","3","M","M","0","69168.40","Y","62.426667","T"
"976","2","0","100","0","CC","Budget","Intnl_discount","113","2","M","M","1","92148.50","Y","38.00","F"
"977","2","7","40","0","CC","Budget","Standard","73","2","M","M","0","96681.00","Y","19.76","F"
"978","2","0","6","0","CC","FreeLocal","Intnl_discount","33","2","M","S","0","62705.90","Y","39.00","F"
"979","2","0","49","0","Auto","FreeLocal","Standard","50","2","M","S","0","80221.20","N","29.026667","F"
"980","2","0","43","0","CC","FreeLocal","Standard","56","2","M","S","0","84479.20","N","28.00","F"
"981","28","0","17","0","CC","FreeLocal","Standard","45","3","F","M","2","64977.40","N","38.193333","F"
"982","12","0","89","0","CH","FreeLocal","Standard","102","1","F","M","0","77994.00","N","50.553333","T"
"983","12","8","45","0","CC","Budget","Intnl_discount","66","4","M","M","2","90103.70","N","34.946667","F"
"984","12","0","18","0","CC","Budget","Standard","31","1","F","M","0","59008.40","Y","30.18","T"
"985","2","5","23","0","Auto","Budget","Intnl_discount","31","3","M","M","2","5265.35","N","52.873333","F"
"987","21","0","85","0","CC","Budget","Intnl_discount","107","4","F","M","2","36647.90","N","49.986667","F"
"988","3","0","37","0","CH","Budget","Intnl_discount","40","1","F","S","0","64319.20","N","41.226667","T"
"989","20","0","9","0","Auto","Budget","Intnl_discount","29","2","F","S","1","73338.00","N","48.246667","F"
"990","3","0","40","0","CC","FreeLocal","Standard","44","2","F","S","0","433.74","N","60.746667","T"
"991","18","0","8","0","CC","Budget","Standard","27","2","F","M","2","16962.20","N","45.36","F"
"996","21","0","87","0","CC","Budget","Standard","109","1","F","M","0","2031.61","N","20.30","T"
"1004","28","0","60","0","Auto","FreeLocal","Standard","89","4","F","M","1","8073.11","N","46.00","F"
"1005","24","0","5","0","CH","Budget","Standard","29","4","M","M","0","95448.60","Y","53.68","F"
"1006","28","0","97","0","CC","FreeLocal","Standard","125","1","M","S","1","24141.50","Y","17.006667","T"
"1008","0","0","4","2","CC","Budget","Standard","4","2","M","S","1","31952.00","N","34.266667","F"
"1009","29","0","9","0","CC","Budget","Intnl_discount","38","2","M","S","2","72084.70","N","55.64","F"
"1010","13","0","40","0","CC","Budget","Standard","53","4","F","S","0","42760.50","N","47.00","F"
"1016","16","0","114","0","CH","Budget","Standard","130","1","M","M","1","71472.90","N","41.913333","T"
"1017","7","0","6","0","CC","Budget","Standard","13","3","F","M","0","95405.70","N","48.00","F"
"1018","21","0","87","0","CC","Budget","Standard","108","1","F","S","0","95786.80","Y","52.646667","F"
"1020","0","0","11","0","CC","FreeLocal","Intnl_discount","12","3","M","S","0","90321.60","N","55.113333","T"
"1022","8","0","13","0","CH","Budget","Standard","21","3","F","M","2","56187.00","N","43.00","F"
"1030","29","0","45","0","CH","FreeLocal","Standard","75","4","M","M","2","29616.00","N","49.426667","F"
"1032","24","0","22","0","CC","FreeLocal","Standard","47","1","M","M","0","19732.80","N","50.673333","F"
"1038","5","0","23","0","CH","Budget","Intnl_discount","28","2","F","M","2","52004.80","N","25.14","F"
"1041","12","0","46","4","CC","FreeLocal","Standard","58","4","M","M","2","53010.80","N","18.84","F"
"1042","26","0","32","0","CC","Budget","Intnl_discount","58","1","M","M","0","75004.50","N","64.80","F"
"1045","20","0","13","0","CC","Budget","Standard","34","2","M","M","0","19749.30","N","60.366667","F"
"1046","9","0","38","0","CC","Budget","Standard","48","1","M","S","1","57626.90","Y","43.906667","F"
"1047","9","0","6","0","CC","Budget","Intnl_discount","15","1","M","M","2","20078.00","N","32.846667","F"
"1048","17","4","49","1","Auto","FreeLocal","Standard","72","3","F","M","2","47902.00","N","26.033333","F"
"1053","22","0","178","0","CC","Budget","Standard","200","2","M","M","1","7545.96","Y","16.753333","T"
"1059","0","0","28","0","CC","FreeLocal","Standard","29","3","F","S","0","78851.30","N","48.373333","F"
"1061","28","0","45","0","CH","Budget","Standard","74","4","F","M","0","83891.90","Y","61.02","T"
"1066","13","8","56","0","CC","Budget","Standard","78","3","F","M","2","5237.63","N","48.753333","F"
"1069","11","1","22","0","CC","FreeLocal","Standard","36","2","M","S","2","89459.90","N","53.28","T"
"1072","14","0","25","0","CC","Budget","Standard","40","4","F","S","1","13576.50","N","39.426667","T"
"1073","20","0","15","1","CC","FreeLocal","Standard","36","4","F","S","0","81710.90","N","58.54","F"
"1079","12","0","311","0","CC","Budget","Standard","323","4","F","S","0","45612.90","N","14.30","F"
"1084","11","0","50","0","CC","FreeLocal","Standard","61","4","F","S","1","7737.94","N","42.666667","T"
"1085","21","0","293","0","CH","Budget","Standard","314","2","M","S","2","120000.00","N","42.00","T"
"1086","0","0","2","0","CC","Budget","Standard","2","2","F","M","2","45287.60","Y","29.026667","F"
"1087","12","0","163","0","CC","Budget","Intnl_discount","175","4","F","M","2","59613.10","N","34.32","T"
"1092","18","0","59","0","CC","FreeLocal","Standard","77","2","F","S","2","9559.78","N","51.38","T"
"1095","20","0","39","0","CH","Budget","Intnl_discount","59","4","F","M","2","42031.80","N","50.753333","F"
"1098","28","4","13","0","CC","Budget","Intnl_discount","47","4","M","M","1","39229.10","N","26.26","F"
"1099","23","0","50","0","Auto","FreeLocal","Standard","73","1","F","D","1","68427.40","N","42.393333","F"
"1101","9","4","111","0","Auto","Budget","Intnl_discount","125","4","M","S","0","3601.71","N","49.266667","T"
"1103","20","8","13","0","CC","FreeLocal","Standard","43","4","F","S","0","98716.30","N","55.66","T"
"1104","11","0","47","0","Auto","Budget","Standard","58","4","F","S","2","66182.70","Y","62.48","F"
"1108","16","0","56","0","CC","Budget","Intnl_discount","72","4","F","M","0","32703.10","Y","64.92","F"
"1113","11","0","74","0","Auto","FreeLocal","Intnl_discount","86","2","F","S","2","38280.00","N","33.74","F"
"1114","16","1","125","0","CC","FreeLocal","Intnl_discount","142","1","M","S","0","64136.60","Y","61.106667","T"
"1116","24","0","73","0","CH","FreeLocal","Standard","97","2","F","M","2","45429.70","Y","61.713333","T"
"1132","22","0","40","0","Auto","Budget","Standard","62","1","F","S","1","13109.10","N","62.606667","T"
"1134","2","0","11","0","CC","Budget","Standard","14","2","M","S","2","21021.60","Y","62.753333","F"
"1144","29","0","52","0","Auto","FreeLocal","Standard","82","1","F","M","2","62061.80","Y","45.92","F"
"1145","27","0","57","0","CC","Budget","Standard","85","1","F","M","1","20550.90","Y","22.12","T"
"1148","3","0","44","0","CC","FreeLocal","Standard","47","4","M","M","2","1765.41","N","18.766667","F"
"1159","0","0","0","0","Auto","Budget","Intnl_discount","0","4","F","S","2","2842.55","N","45.92","T"
"1160","15","1","12","0","CC","Budget","Standard","29","3","M","M","2","22358.10","N","52.626667","F"
"1162","2","1","12","0","CC","FreeLocal","Standard","13","2","M","M","0","47870.80","Y","27.26","F"
"1163","22","0","27","0","CH","Budget","Standard","49","2","F","S","2","6440.46","Y","43.00","F"
"1178","11","9","115","1","Auto","FreeLocal","Intnl_discount","137","1","M","S","0","65000.00","Y","52.266667","T"
"1182","11","0","15","0","CC","Budget","Standard","26","1","M","M","2","1406.05","Y","19.306667","F"
"1184","22","0","28","0","Auto","Budget","Standard","50","3","F","S","0","73228.30","N","46.00","F"
"1185","2","0","150","0","Auto","FreeLocal","Standard","152","3","F","S","2","76231.90","N","63.806667","F"
"1193","29","0","8","0","CH","Budget","Intnl_discount","38","1","F","S","0","93322.10","Y","40.313333","T"
"1198","0","3","10","0","CC","Budget","Intnl_discount","14","4","M","M","1","63437.30","N","63.653333","T"
"1202","27","0","23","0","CC","Budget","Standard","51","4","M","M","2","49910.70","Y","51.52","F"
"1204","11","0","25","0","CC","FreeLocal","Standard","37","3","M","M","1","76161.40","Y","44.573333","T"
"1206","23","0","80","0","Auto","Budget","Standard","103","4","F","S","1","12686.00","N","64.80","T"
"1214","10","0","57","0","CC","FreeLocal","Standard","67","1","M","M","2","57360.80","Y","53.253333","F"
"1215","29","0","10","0","CC","FreeLocal","Standard","40","1","M","M","0","92414.70","Y","45.513333","T"
"1218","29","0","332","0","CC","Budget","Standard","361","2","F","M","2","17888.70","N","52.646667","F"
"1219","11","0","28","0","CC","FreeLocal","Intnl_discount","40","3","F","S","1","12526.30","N","53.553333","T"
"1222","11","0","95","0","Auto","Budget","Standard","107","1","F","S","2","14578.80","Y","60.933333","T"
"1225","21","0","29","1","CC","FreeLocal","Standard","51","1","M","M","0","78572.20","Y","42.346667","T"
"1227","23","0","168","0","CC","FreeLocal","Standard","191","1","F","M","2","48238.80","N","34.706667","F"
"1229","27","5","16","0","CH","FreeLocal","Standard","49","3","F","M","0","28770.90","N","12.34","T"
"1231","25","0","32","0","CC","FreeLocal","Standard","58","1","F","M","2","86695.40","N","13.906667","F"
"1233","20","0","23","0","CC","Budget","Intnl_discount","43","3","F","S","2","76791.20","N","43.00","F"
"1237","21","0","35","0","CC","Budget","Standard","57","3","F","S","1","30763.80","Y","14.193333","T"
"1238","4","0","114","1","CH","Budget","Standard","118","3","F","M","2","3193.60","N","54.046667","F"
"1239","7","0","32","0","CC","FreeLocal","Intnl_discount","39","2","M","M","1","69680.90","N","15.846667","F"
"1243","24","6","27","0","Auto","Budget","Standard","58","3","M","D","0","2056.06","Y","18.94","T"
"1244","25","0","68","0","CC","FreeLocal","Standard","94","1","F","M","2","7776.60","N","35.706667","F"
"1246","4","7","8","0","CC","Budget","Standard","20","4","M","S","0","78000.00","N","46.00","T"
"1248","6","0","15","0","CC","FreeLocal","Standard","21","1","F","M","2","69343.30","N","42.166667","F"
"1249","0","0","23","2","Auto","Budget","Standard","24","3","F","M","0","83287.00","N","42.00","F"
"1252","4","0","6","0","CC","Budget","Intnl_discount","11","3","F","M","0","14932.50","N","70.00","F"
"1253","2","0","9","0","CC","Budget","Intnl_discount","12","2","F","S","0","27498.10","N","70.00","F"
"1255","26","0","103","0","CC","FreeLocal","Standard","129","4","F","M","2","21419.90","N","59.833333","F"
"1256","5","8","63","0","Auto","FreeLocal","Standard","77","3","F","M","2","30665.20","Y","22.88","F"
"1257","6","0","30","0","Auto","FreeLocal","Intnl_discount","37","1","F","M","1","68000.00","Y","44.00","F"
"1260","22","0","41","0","CC","Budget","Intnl_discount","64","3","F","S","2","23464.00","Y","55.00","T"
"1261","28","0","38","0","CC","FreeLocal","Standard","67","4","F","M","2","194.57","N","41.00","F"
"1262","17","0","8","0","CH","FreeLocal","Intnl_discount","26","1","F","M","1","98680.40","Y","62.00","F"
"1264","10","0","93","0","CC","Budget","Standard","104","3","F","M","1","95620.30","Y","41.00","F"
"1265","22","0","151","0","Auto","FreeLocal","Intnl_discount","174","3","F","D","1","85275.00","N","70.00","F"
"1267","13","0","11","0","Auto","FreeLocal","Standard","25","2","F","M","1","98453.60","Y","55.00","F"
"1268","25","0","10","0","CC","FreeLocal","Intnl_discount","35","3","F","M","2","94026.80","Y","27.746667","F"
"1273","17","0","39","0","CC","Budget","Intnl_discount","57","4","M","M","2","47639.10","N","61.00","F"
"1276","5","8","25","0","CC","Budget","Intnl_discount","39","1","M","M","0","3911.90","N","59.00","F"
"1278","0","0","10","0","CC","FreeLocal","Standard","10","1","F","M","2","18296.40","Y","42.626667","F"
"1279","22","0","103","1","CC","FreeLocal","Standard","126","2","F","S","0","39461.00","N","22.226667","T"
"1280","0","0","0","0","CC","FreeLocal","Standard","0","2","F","M","1","71502.50","N","57.00","F"
"1281","22","0","63","0","Auto","FreeLocal","Standard","86","4","F","S","1","66000.00","N","52.00","F"
"1282","0","0","2","0","CC","FreeLocal","Standard","2","2","F","M","1","95011.50","N","52.00","F"
"1283","4","7","258","0","CC","Budget","Intnl_discount","270","2","M","M","1","47371.00","Y","54.96","F"
"1284","25","0","125","2","CH","FreeLocal","Standard","151","4","F","M","2","52957.00","Y","39.746667","F"
"1287","21","0","139","0","Auto","Budget","Standard","160","4","F","M","1","87404.60","N","63.186667","F"
"1290","2","0","36","1","CC","FreeLocal","Standard","38","1","F","S","0","2121.36","N","39.786667","T"
"1291","7","0","65","0","CH","Budget","Intnl_discount","73","3","F","M","2","63566.10","Y","56.30","F"
"1292","10","0","13","0","CC","FreeLocal","Standard","23","2","F","M","0","52089.60","N","48.00","F"
"1296","21","0","19","0","CC","FreeLocal","Intnl_discount","41","2","F","M","2","82644.20","Y","33.493333","F"
"1297","4","6","18","0","CC","FreeLocal","Standard","29","2","F","S","1","27783.60","N","14.04","T"
"1299","11","0","48","0","CC","Budget","Intnl_discount","59","1","F","M","1","38738.30","N","60.00","F"
"1300","11","0","28","0","Auto","Budget","Intnl_discount","40","4","F","M","2","60485.50","N","41.666667","F"
"1301","17","6","51","0","CC","FreeLocal","Standard","74","4","F","M","1","56722.80","N","60.593333","T"
"1303","0","0","2","0","CH","FreeLocal","Intnl_discount","2","1","F","M","2","809.43","Y","31.913333","F"
"1304","18","5","20","0","CC","Budget","Standard","43","2","M","S","1","76529.80","N","58.28","T"
"1305","29","0","116","3","CH","Budget","Standard","145","2","F","M","2","34577.70","N","63.253333","F"
"1306","28","0","45","0","CH","Budget","Standard","74","4","M","M","0","23000.00","Y","61.02","T"
"1307","27","0","45","0","Auto","Budget","Standard","73","1","F","M","0","77000.00","N","55.00","F"
"1309","23","0","126","0","Auto","FreeLocal","Standard","150","3","F","M","0","98056.30","N","55.966667","F"
"1310","0","0","2","0","CH","Budget","Standard","2","1","M","M","0","73400.00","Y","53.213333","T"
"1311","12","0","83","0","CH","FreeLocal","Standard","96","1","F","M","0","53432.20","Y","57.00","F"
"1312","2","1","43","0","CH","Budget","Intnl_discount","46","3","M","M","0","78894.20","N","52.74","T"
"1313","20","8","80","0","CH","Budget","Intnl_discount","109","3","M","S","1","16432.10","Y","20.92","T"
"1314","8","4","55","0","CH","Budget","Intnl_discount","68","3","M","M","0","62797.90","N","54.446667","T"
"1315","14","3","45","0","CC","Budget","Standard","63","1","M","S","1","71329.90","Y","42.233333","T"
"1316","21","0","25","0","CC","Budget","Standard","46","2","F","S","0","91498.90","N","52.00","F"
"1317","9","4","111","0","Auto","Budget","Intnl_discount","125","4","M","S","0","3601.71","N","49.266667","T"
"1318","19","0","105","0","CH","Budget","Standard","125","1","F","S","1","33084.30","Y","50.313333","F"
"1319","22","7","65","0","CC","FreeLocal","Standard","95","1","F","S","0","20913.60","N","53.013333","T"
"1321","29","0","48","0","CC","FreeLocal","Standard","78","1","F","S","1","49553.90","Y","48.00","F"
"1322","12","0","7","0","Auto","Budget","Intnl_discount","20","4","F","S","1","540.40","Y","39.213333","T"
"1326","27","5","48","0","CC","FreeLocal","Intnl_discount","81","3","M","M","2","67339.80","N","17.006667","F"
"1327","29","0","114","1","CC","FreeLocal","Standard","143","2","F","M","1","88759.50","N","60.00","F"
"1330","29","8","99","0","CH","FreeLocal","Standard","138","4","F","S","0","43382.30","N","16.073333","T"
"1331","19","6","11","0","CC","FreeLocal","Intnl_discount","38","1","M","S","0","2805.01","Y","25.00","T"
"1332","16","5","30","0","CC","FreeLocal","Intnl_discount","52","3","F","S","0","5185.31","N","62.053333","T"
"1334","22","8","75","0","CH","Budget","Intnl_discount","106","2","F","S","0","38000.00","N","22.433333","T"
"1336","8","0","22","0","CC","FreeLocal","Standard","31","4","F","M","2","80087.70","N","41.92","F"
"1339","28","0","113","0","CC","FreeLocal","Standard","141","2","F","S","2","11251.10","Y","43.00","T"
"1341","7","4","43","0","CC","FreeLocal","Standard","55","1","M","M","0","70908.70","N","49.62","T"
"1342","14","5","73","0","CC","FreeLocal","Standard","93","1","M","S","0","94928.30","N","40.18","T"
"1344","20","2","90","0","Auto","FreeLocal","Standard","112","3","F","M","2","50622.30","N","40.46","F"
"1346","16","4","18","0","CH","FreeLocal","Intnl_discount","39","2","M","M","0","78000.00","Y","50.00","T"
"1353","17","6","51","0","CC","FreeLocal","Standard","74","4","F","M","1","56722.80","N","60.593333","T"
"1355","0","0","3","0","CC","Budget","Intnl_discount","3","2","M","M","1","80000.00","N","39.00","F"
"1359","29","0","59","0","CC","FreeLocal","Standard","88","1","F","M","2","8032.16","N","45.666667","F"
"1360","18","0","25","0","Auto","FreeLocal","Standard","44","1","F","S","0","93454.30","Y","48.533333","F"
"1361","26","0","17","0","CC","FreeLocal","Standard","44","3","M","M","0","5745.00","Y","15.38","T"
"1362","0","7","208","0","Auto","Budget","Standard","215","1","F","S","0","83287.00","N","60.00","F"
"1363","23","0","51","0","Auto","FreeLocal","Standard","74","1","F","S","0","92564.10","Y","49.133333","F"
"1365","4","3","82","0","CH","Budget","Intnl_discount","90","3","M","S","0","70000.00","Y","48.00","T"
"1367","6","0","43","0","CC","FreeLocal","Standard","50","2","F","M","2","48322.50","Y","49.333333","F"
"1369","6","8","184","0","Auto","Budget","Standard","199","2","M","S","2","78373.50","N","35.346667","F"
"1374","7","0","9","1","CC","Budget","Standard","17","1","F","M","2","69486.80","N","30.946667","F"
"1375","0","0","2","0","CH","Budget","Intnl_discount","2","1","F","M","2","24482.80","N","33.533333","F"
"1378","7","0","7","0","CC","Budget","Standard","14","2","F","M","2","92103.80","N","52.153333","F"
"1379","25","7","54","0","CH","Budget","Intnl_discount","87","3","F","S","2","8392.14","Y","36.68","T"
"1380","20","0","84","0","CC","FreeLocal","Intnl_discount","104","4","F","S","0","17138.20","N","63.786667","T"
"1384","12","0","53","0","Auto","FreeLocal","Intnl_discount","66","4","F","D","1","67239.40","N","44.433333","F"
"1385","6","7","128","1","CC","FreeLocal","Standard","142","4","M","M","1","69406.70","Y","46.826667","T"
"1387","0","0","4","0","CC","Budget","Standard","4","1","F","M","2","83259.30","N","50.88","F"
"1399","0","0","112","0","CC","Budget","Standard","113","3","F","M","2","11234.70","Y","49.046667","F"
"1401","0","0","3","1","CH","Budget","Intnl_discount","3","3","F","M","2","36660.90","Y","39.96","F"
"1403","24","5","60","0","CC","FreeLocal","Standard","90","4","F","M","2","68462.80","N","34.40","F"
"1406","10","0","72","0","CC","Budget","Standard","82","3","F","M","2","72841.30","N","47.02","F"
"1407","27","0","51","0","Auto","FreeLocal","Standard","78","2","F","M","2","63670.80","Y","46.146667","F"
"1408","29","5","35","0","CC","Budget","Standard","70","3","M","S","0","66666.00","N","77.00","T"
"1409","20","0","100","0","Auto","Budget","Standard","120","2","F","S","1","77000.00","Y","45.486667","F"
"1410","2","0","65","0","Auto","FreeLocal","Standard","93","2","M","M","0","12387.60","N","56.173333","F"
"1413","17","0","27","0","CH","Budget","Standard","44","3","F","M","2","57483.90","N","44.026667","F"
"1418","8","9","77","0","CH","Budget","Standard","94","3","F","M","2","36725.10","N","55.793333","F"
"1422","20","0","19","0","CC","Budget","Standard","41","3","M","S","1","94188.30","N","57.546667","T"
"1428","17","0","106","0","Auto","FreeLocal","Standard","123","1","F","S","1","12374.90","Y","33.493333","T"
"1429","8","0","37","0","CH","FreeLocal","Standard","46","4","F","M","2","69133.90","Y","26.833333","F"
"1431","11","0","12","0","CH","FreeLocal","Intnl_discount","23","2","F","M","2","84948.00","Y","29.446667","F"
"1432","2","0","50","0","Auto","Budget","Standard","52","1","F","M","2","30998.80","N","40.96","F"
"1438","9","9","8","0","CC","FreeLocal","Intnl_discount","27","1","M","M","2","21416.50","N","35.653333","F"
"1442","5","7","23","0","Auto","Budget","Standard","35","4","M","M","2","78554.20","N","16.70","F"
"1443","29","0","66","0","Auto","FreeLocal","Standard","96","4","M","S","1","3960.50","N","14.693333","T"
"1445","27","6","124","2","CH","FreeLocal","Standard","157","4","M","M","0","60101.10","Y","63.766667","T"
"1447","30","0","160","0","CC","FreeLocal","Standard","176","1","F","M","1","40120.00","N","24.00","T"
"1448","2","0","24","0","CH","Budget","Intnl_discount","27","3","F","M","2","49745.30","N","47.966667","F"
"1450","22","4","43","0","CC","Budget","Standard","69","3","F","M","2","88427.00","N","13.86","F"
"1451","1","0","83","0","CC","FreeLocal","Intnl_discount","84","1","F","M","2","98003.70","Y","26.273333","F"
"1453","20","0","106","0","Auto","FreeLocal","Intnl_discount","127","2","F","S","0","74530.80","N","63.086667","F"
